Group 1,Group 2,Group 3,Group 4,Name,Nutrient,Minimum,Maximum
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Se,0.28,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,TDNCattle,73,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,TDNCattle,73,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Vit A,0,66000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Vit A,4600,66000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Vit D,0,25000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Vit D,1150,25000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Vit E,0,30000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Vit E,43,30000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Zn,0,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed grass hay/-pasture,Zn,40,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Avail P,0,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Avail P,0,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Ca,0.25,0.5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Ca,0.25,0.5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,CF,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,CF,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Cl,0.1,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Cl,0.1,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Co,0,25
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Co,0.1,25
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,CP,9.5,10.5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,CP,9.5,10.5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Cu,0,40
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Cu,12,40
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,DM,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,DM,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,EE,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,EE,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Fe,0,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Fe,27,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,I,0,50
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,I,0.3,50
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,K,0.42,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,K,0.42,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Mg,0.1,0.6
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Mg,0.1,0.6
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Mn,0,2000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Mn,17,2000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Mo,0,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Mo,0,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Na,0.07,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Na,0.07,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,NEgCattle,1.29,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,NEgCattle,1.29,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,NEmCattle,1.87,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,NEmCattle,1.87,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,P,0.48,0.96
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,P,0.48,0.96
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,RUP,2.4,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,RUP,2.4,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,S,0,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,S,0.18,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Se,0,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Se,0.28,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,TDNCattle,75,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,TDNCattle,75,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Vit A,0,66000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Vit A,4600,66000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Vit D,0,25000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Vit D,1150,25000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Vit E,0,30000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Vit E,43,30000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Zn,0,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume hay/pasture,Zn,40,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Avail P,0,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Avail P,0,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Ca,0.34,0.68
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Ca,0.34,0.68
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,CF,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,CF,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Cl,0.1,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Cl,0.1,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Co,0,25
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Co,0.1,25
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,CP,14,15
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,CP,14,15
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Cu,0,40
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Cu,12,40
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,DM,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,DM,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,EE,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,EE,0,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Fe,0,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Fe,27,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,I,0,50
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,I,0.3,50
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,K,0.42,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,K,0.42,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Mg,0.1,0.6
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Mg,0.1,0.6
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Mn,0,2000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Mn,17,2000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Mo,0,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Mo,0,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Na,0.07,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Na,0.07,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,NEgCattle,1.22,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,NEgCattle,1.22,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,NEmCattle,1.77,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,NEmCattle,1.77,4.414
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,P,0.53,1.06
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,P,0.53,1.06
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,RUP,3.5,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,RUP,3.5,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,S,0,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,S,0.18,
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Se,0,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Se,0.28,5
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,TDNCattle,70.5,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,TDNCattle,70.5,100
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Vit A,0,66000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Vit A,4600,66000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Vit D,0,25000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Vit D,1150,25000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Vit E,0,30000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Vit E,43,30000
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNE,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Zn,0,500
,Dairy Cattle,Calf Grower and Heifer Replacement rations,MNI,Grower rations for calves  4 to 12 months of age fed legume-grass hay/-pasture,Zn,40,500
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Arg,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Arg,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Arg,2.17,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Arg,2.87,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Avail Lys,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Avail Lys,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Avail Lys,0,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Avail Lys,0,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Avail P,1.2,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Avail P,1.2,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Avail P,1.2,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Avail P,1.2,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Biotin,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Biotin,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Biotin,0.17,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Biotin,0.17,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Ca,1.5,2
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Ca,1.5,2
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Ca,1.5,2
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Ca,1.5,2
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,CF,0,2
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,CF,0,3
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,CF,0,3
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,CF,0,2
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cholest,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cholest,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cholest,1,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cholest,1,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Choline,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Choline,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Choline,1200,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Choline,1200,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cl,0,3
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cl,0,3
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cl,0,3
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cl,0,3
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Co,0,25
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Co,0,25
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Co,0.8,25
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Co,0.8,25
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,CP,53,56
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,CP,35,40
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,CP,35,40
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,CP,53,56
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cr,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cr,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cr,0.6,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cr,0.6,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cu,0,250
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cu,0,250
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cu,8,250
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cu,8,250
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cys,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Cys,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cys,0.33,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Cys,0.5,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,DM,0,100
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,DM,0,100
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,DM,0,100
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,DM,0,100
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,EE,10,10.5
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,EE,10,11
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,EE,10,11
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,EE,10,10.5
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,EEP,1.43,1.5
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,EEP,1.67,1.83
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,EEP,1.67,1.83
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,EEP,1.43,1.5
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Fe,0,500
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Fe,0,500
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Fe,60,500
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Fe,60,500
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Folic,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Folic,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Folic,4,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Folic,4,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Gly,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Gly,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Gly,0,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Gly,0,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,His,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,His,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,His,0.54,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,His,0.82,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,I,0,300
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,I,0,300
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,I,4,300
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,I,4,300
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Inositol,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Inositol,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Inositol,500,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Inositol,500,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Iso-L,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Iso-L,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Iso-L,0.83,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Iso-L,1.26,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,K,0.7,1.5
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,K,0.7,1.5
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,K,0.7,1.5
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,K,0.7,1.5
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Leu,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Leu,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Leu,1.71,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Leu,2.6,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Lys,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Lys,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Lys,1.8,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Lys,2.73,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,MEFish,0,4.414
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,MEFish,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,MEFish,0,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,MEFish,0,4.414
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Met,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Met,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Met,0.66,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Met,1,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Mg,0.08,0.5
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Mg,0.08,0.5
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Mg,0.08,0.5
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Mg,0.08,0.5
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Mn,0,2000
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Mn,0,2000
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Mn,40,2000
